CODI_BARRI,BARRI,Any
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Sant Antoni,2020
,la Vila de Gràcia,2020
,el Clot,2020
,el Clot,2020
,les Corts,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,el Camp de l'Arpa del Clot,2020
,Vallcarca i els Penitents,2020
,el Camp de l'Arpa del Clot,2020
,el Poblenou,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Vila Olímpica del Poblenou,2020
,la Nova Esquerra de l'Eixample,2020
,Sant Antoni,2020
,la Nova Esquerra de l'Eixample,2020
,el Parc i la Llacuna del Poblenou,2020
,Sant Pere Santa Caterina i la Ribera,2020
,la Sagrada Família,2020
,el Raval,2020
,el Raval,2020
,la Dreta de l'Eixample,2020
,el Guinardó,2020
,Sant Antoni,2020
,les Tres Torres,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,la Vila de Gràcia,2020
,Sants,2020
,Provençals del Poblenou,2020
,el Putxet i el Farró,2020
,la Dreta de l'Eixample,2020
,el Baix Guinardó,2020
,el Clot,2020
,el Clot,2020
,la Nova Esquerra de l'Eixample,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,la Vila de Gràcia,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sant Antoni,2020
,la Sagrada Família,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,Sant Antoni,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,el Coll,2020
,la Dreta de l'Eixample,2020
,el Guinardó,2020
,la Dreta de l'Eixample,2020
,les Corts,2020
,la Vila de Gràcia,2020
,Hostafrancs,2020
,el Poblenou,2020
,el Baix Guinardó,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Poble Sec,2020
,el Poble Sec,2020
,Sants,2020
,la Vila de Gràcia,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Camp de l'Arpa del Clot,2020
,el Camp de l'Arpa del Clot,2020
,la Sagrada Família,2020
,Provençals del Poblenou,2020
,el Fort Pienc,2020
,la Sagrada Família,2020
,les Corts,2020
,la Vila Olímpica del Poblenou,2020
,la Sagrada Família,2020
,Sant Antoni,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,les Corts,2020
,la Sagrada Família,2020
,Hostafrancs,2020
,Hostafrancs,2020
,Sant Antoni,2020
,la Sagrada Família,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,la Vila de Gràcia,2020
,Sant Antoni,2020
,les Corts,2020
,la Vila Olímpica del Poblenou,2020
,la Vila de Gràcia,2020
,el Poble Sec,2020
,el Fort Pienc,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Nova Esquerra de l'Eixample,2020
,la Sagrada Família,2020
,el Poble Sec,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,Sant Antoni,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,el Barri Gòtic,2020
,el Barri Gòtic,2020
,el Barri Gòtic,2020
,el Barri Gòtic,2020
,la Nova Esquerra de l'Eixample,2020
,el Poble Sec,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Antoni,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Dreta de l'Eixample,2020
,el Baix Guinardó,2020
,la Vila de Gràcia,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Sagrada Família,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Antoni,2020
,el Clot,2020
,el Clot,2020
,el Clot,2020
,Vallcarca i els Penitents,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Clot,2020
,la Sagrada Família,2020
,la Vila de Gràcia,2020
,Provençals del Poblenou,2020
,la Vila de Gràcia,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,Sant Gervasi - Galvany,2020
,la Sagrada Família,2020
,el Raval,2020
,el Raval,2020
,la Vila de Gràcia,2020
,el Parc i la Llacuna del Poblenou,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,Sant Gervasi - Galvany,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Barceloneta,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,les Corts,2020
,la Dreta de l'Eixample,2020
,el Raval,2020
,la Vila Olímpica del Poblenou,2020
,Can Baró,2020
,Sants - Badal,2020
,el Clot,2020
,la Vila de Gràcia,2020
,Diagonal Mar i el Front Marítim del Poblenou,2020
,la Dreta de l'Eixample,2020
,Sant Gervasi - Galvany,2020
,Sant Gervasi - Galvany,2020
,la Sagrada Família,2020
,el Baix Guinardó,2020
,la Vila de Gràcia,2020
,la Vila Olímpica del Poblenou,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Raval,2020
,el Raval,2020
,el Raval,2020
,la Nova Esquerra de l'Eixample,2020
,el Poblenou,2020
,la Bordeta,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Poble Sec,2020
,la Sagrada Família,2020
,Sant Gervasi - Galvany,2020
,Sant Gervasi - Galvany,2020
,el Putxet i el Farró,2020
,la Nova Esquerra de l'Eixample,2020
,la Sagrada Família,2020
,el Poble Sec,2020
,Sant Antoni,2020
,el Poble Sec,2020
,la Sagrada Família,2020
,la Dreta de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Baix Guinardó,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Barceloneta,2020
,el Raval,2020
,la Vila de Gràcia,2020
,el Raval,2020
,el Raval,2020
,el Raval,2020
,el Raval,2020
,la Vila de Gràcia,2020
,el Poblenou,2020
,el Raval,2020
,el Poble Sec,2020
,Sant Antoni,2020
,la Nova Esquerra de l'Eixample,2020
,Sant Gervasi - Galvany,2020
,Hostafrancs,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Vila de Gràcia,2020
,el Camp de l'Arpa del Clot,2020
,Sant Antoni,2020
,Sants,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Guinardó,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sants,2020
,el Camp de l'Arpa del Clot,2020
,la Sagrada Família,2020
,Hostafrancs,2020
,Hostafrancs,2020
,Hostafrancs,2020
,Hostafrancs,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,les Corts,2020
,les Corts,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Coll,2020
,les Tres Torres,2020
,Hostafrancs,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,la Sagrada Família,2020
,la Dreta de l'Eixample,2020
,Diagonal Mar i el Front Marítim del Poblenou,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Camp de l'Arpa del Clot,2020
,el Camp de l'Arpa del Clot,2020
,Sants - Badal,2020
,la Sagrada Família,2020
,Sant Antoni,2020
,Sant Antoni,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Can Baró,2020
,la Vila de Gràcia,2020
,Can Baró,2020
,Sants - Badal,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,Sant Genís dels Agudells,2020
,Sarrià,2020
,Sarrià,2020
,Sarrià,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,Sarrià,2020
,Sant Antoni,2020
,el Clot,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Guinardó,2020
,Navas,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,la Dreta de l'Eixample,2020
,el Carmel,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,Diagonal Mar i el Front Marítim del Poblenou,2020
,la Dreta de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Camp de l'Arpa del Clot,2020
,el Fort Pienc,2020
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,Sants,2020
,la Dreta de l'Eixample,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,Sant Antoni,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Putxet i el Farró,2020
,la Sagrada Família,2020
,el Poble Sec,2020
,la Vila de Gràcia,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,la Salut,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Poblenou,2020
,la Sagrada Família,2020
,Sant Gervasi - Galvany,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Pere Santa Caterina i la Ribera,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Sant Gervasi - Galvany,2020
,les Corts,2020
,les Corts,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Sagrada Família,2020
,el Baix Guinardó,2020
,el Poblenou,2020
,el Camp de l'Arpa del Clot,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Gervasi - Galvany,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Baix Guinardó,2020
,el Baix Guinardó,2020
,el Baix Guinardó,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Sant Antoni,2020
,la Vila de Gràcia,2020
,Pedralbes,2020
,la Dreta de l'Eixample,2020
,Sant Andreu,2020
,les Tres Torres,2020
,les Tres Torres,2020
,la Sagrada Família,2020
,el Coll,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,la Maternitat i Sant Ramon,2020
,la Maternitat i Sant Ramon,2020
,la Maternitat i Sant Ramon,2020
,la Vila Olímpica del Poblenou,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Font de la Guatlla,2020
,la Sagrada Família,2020
,el Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,Diagonal Mar i el Front Marítim del Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,la Salut,2020
,la Salut,2020
,la Salut,2020
,la Salut,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Poble Sec,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,Sant Antoni,2020
,el Clot,2020
,el Poblenou,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sants,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,el Poblenou,2020
,Sants - Badal,2020
,el Coll,2020
,el Raval,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Putxet i el Farró,2020
,la Vila de Gràcia,2020
,Hostafrancs,2020
,el Putxet i el Farró,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Verdun,2020
,Sant Pere Santa Caterina i la Ribera,2020
,el Baix Guinardó,2020
,el Baix Guinardó,2020
,la Sagrada Família,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,la Dreta de l'Eixample,2020
,Provençals del Poblenou,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,Sant Andreu,2020
,el Camp de l'Arpa del Clot,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,el Poble Sec,2020
,Sant Antoni,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,la Teixonera,2020
,el Poblenou,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,les Corts,2020
,les Corts,2020
,les Corts,2020
,les Corts,2020
,les Corts,2020
,el Poble Sec,2020
,Sant Martí de Provençals,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Hostafrancs,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Sant Antoni,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Sagrada Família,2020
,la Bordeta,2020
,la Trinitat Vella,2020
,Provençals del Poblenou,2020
,el Besòs i el Maresme,2020
,Sant Andreu,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,Sants,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Sagrada Família,2020
,la Font de la Guatlla,2020
,la Font de la Guatlla,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Fort Pienc,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,les Corts,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Can Baró,2020
,el Guinardó,2020
,Sants,2020
,la Bordeta,2020
,l'Antiga Esquerra de l'Eixample,2020
,Vallcarca i els Penitents,2020
,la Maternitat i Sant Ramon,2020
,Sants,2020
,Sants,2020
,la Dreta de l'Eixample,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Sants,2020
,Sants,2020
,Sarrià,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Vila de Gràcia,2020
,la Font de la Guatlla,2020
,Sant Antoni,2020
,la Sagrada Família,2020
,Sants,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Vila de Gràcia,2020
,el Parc i la Llacuna del Poblenou,2020
,el Camp de l'Arpa del Clot,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poble Sec,2020
,la Nova Esquerra de l'Eixample,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Font de la Guatlla,2020
,la Marina de Port,2020
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,Sant Antoni,2020
,Sant Antoni,2020
,Hostafrancs,2020
,Sant Antoni,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,la Dreta de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Poblenou,2020
,el Camp de l'Arpa del Clot,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Vila de Gràcia,2020
,Sant Gervasi - la Bonanova,2020
,Sarrià,2020
,Sant Gervasi - la Bonanova,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,l'Antiga Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,Navas,2020
,el Guinardó,2020
,la Vila de Gràcia,2020
,Sants - Badal,2020
,la Vila de Gràcia,2020
,Sant Martí de Provençals,2020
,Sants,2020
,Sants,2020
,Sants,2020
,Sants,2020
,la Dreta de l'Eixample,2020
,el Poble Sec,2020
,el Camp de l'Arpa del Clot,2020
,Sant Martí de Provençals,2020
,el Camp de l'Arpa del Clot,2020
,el Camp de l'Arpa del Clot,2020
,el Camp de l'Arpa del Clot,2020
,el Camp de l'Arpa del Clot,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,la Vila Olímpica del Poblenou,2020
,el Parc i la Llacuna del Poblenou,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,les Corts,2020
,el Poble Sec,2020
,el Poble Sec,2020
,el Poble Sec,2020
,Hostafrancs,2020
,la Dreta de l'Eixample,2020
,la Font de la Guatlla,2020
,la Font de la Guatlla,2020
,la Font de la Guatlla,2020
,el Poble Sec,2020
,Sants,2020
,el Coll,2020
,Pedralbes,2020
,Sant Genís dels Agudells,2020
,Navas,2020
,Sant Antoni,2020
,la Dreta de l'Eixample,2020
,la Sagrada Família,2020
,el Poblenou,2020
,el Poblenou,2020
,el Poblenou,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,la Nova Esquerra de l'Eixample,2020
,Sant Gervasi - Galvany,2020
,Sant Gervasi - Galvany,2020
,Sant Gervasi - Galvany,2020
,Sant Gervasi - Galvany,2020
,el Camp d'en Grassot i Gràcia Nova,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,la Dreta de l'Eixample,2020
,Sants - Badal,2020
,la Nova Esquerra de l'Eixample,2020
,l'Antiga Esquerra de l'Eixample,2020
,la Maternitat i Sant Ramon,2020
,el Putxet i el Farró,2020
,el Guinardó,2020
,Sant Gervasi - la Bonanova,2020
,Vallvidrera el Tibidabo i les Planes,2020
,l'Antiga Esquerra de l'Eixample,2020
,el Poble Sec,2020
,les Tres Torres,2020
,les Tres Torres,2020
,la Nova Esquerra de l'Eixample,2020
,la Dreta de l'Eixample,2020
